"","production_year","country_of_origin","mileage","aso_serviced","power","title","color","brand","metallic","price","first_registration","version","location","collision_free","model","type","fuel_type","lat","lon"
"302",2004,"",303000,"","122 KM","Toyota Corolla D4D zadbana zarejestrowana","Inny kolor","Toyota","Tak",10000,"","Seria E12 (2001-2007)","Lubawa","Tak","Corolla","Kombi","Diesel",53.50316,19.75203
"303",2003,"Poland",101000,"Tak","100 KM","Toyota Corolla 1.6 Salon Polska Klimatyzacja","Niebieski","Toyota","",12900,"","Seria E12 (2001-2007)","Krakowska 87 - 43-300 Bielsko-Biala, Slaskie","Tak","Corolla","Hatchback","Benzyna",49.8212199,19.0720189
"304",2005,"Germany",129000,"Tak","100 KM","Toyota Corolla","Czarny","Toyota","Tak",18800,"marzec 2005","Seria E12 (2001-2007)","Legnica","Tak","Corolla","Hatchback","Benzyna",51.2070067,16.1553231
"305",2004,"Poland",142123,"","97 KM","Toyota Corolla Salon Polska 1.4 Benzyna Zadbana","Inny kolor","Toyota","",17900,"","Seria E12 (2001-2007)","Warszawa","","Corolla","Hatchback","Benzyna",52.2296756,21.0122287
"306",1999,"Poland",219000,"","86 KM","Toyota Corolla","Bialy","Toyota","",8100,"","Seria E11 (1997-2002)","SZCZECINSKA 42 - 76-200 Slupsk, Pomorskie","","Corolla","Minivan","Benzyna",54.4547498,16.9809599
"307",2002,"",171000,"","","Toyota Corolla Polecam","Srebrny","Toyota","Tak",11500,"","Seria E12 (2001-2007)","Choron","","Corolla","Kombi","Diesel",50.6804743,19.261385
"308",2005,"Germany",198232,"Tak","110 KM","Toyota Corolla ---1.6 B --- 2005r","Czarny","Toyota","Tak",13300,"sierpien 2005","Seria E12 (2001-2007)","Czaplinek","Tak","Corolla","Hatchback","Benzyna",53.55802,16.233519
"309",2000,"Holland",3e+05,"","115 KM","Toyota Corolla","Czarny","Toyota","Tak",6500,"pazdziernik 2000","Seria E11 (1997-2002)","Konin","Tak","Corolla","Hatchback","Benzyna+LPG",52.2230334,18.2510729
"310",2002,"Germany",164700,"Tak","110 KM","Toyota Corolla 1.6 VVt-i 110KM Klimatronik Wspomaganie stan BDB","Czarny","Toyota","Tak",14000,"marzec 2002","Seria E12 (2001-2007)","Warszawska 311 - 43-155 Bierun, Bierun Nowy","Tak","Corolla","Hatchback","Benzyna",50.0720495,19.1825907
"311",2005,"Germany",133300,"Tak","116 KM","Toyota Corolla Stan Bardzo ladny z Niemiec wersja Sol bezwypadek udo przebieg","Czarny","Toyota","Tak",22800,"","Seria E12 (2001-2007)","ELEKTRYCZNA 2 - 33-100 Tarnów, Malopolskie","Tak","Corolla","Hatchback","Diesel",50.032047,20.9686889
"312",2003,"Poland",150500,"Tak","110 KM","Toyota Corolla 1.6 VVT-i, Salon Polska, 1 wlasciciel, serwisowany w aso","Inny kolor","Toyota","",17000,"","Seria E12 (2001-2007)","Obornicka 132 - 62-002 Suchy Las, poznanski, Wielkopolskie","","Corolla","Sedan/Limuzyna","Benzyna",52.477498,16.8712449
"313",2003,"Poland",225000,"Tak","110 KM","Toyota Corolla Sprzedam Pierwszy wlasciciel SALON POLSKA !!!","Srebrny","Toyota","Tak",10800,"maj 2003","Seria E12 (2001-2007)","Slupno","Tak","Corolla","Hatchback","Benzyna",52.3843361,21.1557573
"314",2005,"Germany",115000,"Tak","110 KM","Toyota Corolla Salonowa 1.6 Sol Klimatron.Alu 1wlasci.-69lat Serwis 6.06.Wyjatk.Stan!","Zielony","Toyota","Tak",19900,"maj 2005","Seria E12 (2001-2007)","Gubinska - 54-444 Wroclaw, Dolnoslaskie","Tak","Corolla","Sedan/Limuzyna","Benzyna",51.1135471,16.9588743
"315",2004,"Poland",128000,"","97 KM","Toyota Corolla Polski Salon , Bezwypadkowa","Szary","Toyota","Tak",15500,"","Seria E12 (2001-2007)","Warszawa","Tak","Corolla","Hatchback","Benzyna",52.2296756,21.0122287
"316",2005,"Germany",115000,"Tak","110 KM","Toyota Corolla Salonowa 1.6 Sol 1Wlasciciel-69lat Wyjatkowo Zadbana Po serwis.6.06.15","Zielony","Toyota","Tak",19900,"czerwiec 2005","Seria E12 (2001-2007)","Wroclaw","Tak","Corolla","Sedan/Limuzyna","Benzyna",51.1078852,17.0385376
"317",2003,"Germany",164000,"","110 KM","Toyota Corolla 1.6 110ps sliczna jak nowa na orginale 100% bezwypadkowa 1-wlasciciel","Czerwony","Toyota","",13900,"","Seria E12 (2001-2007)","ZORY - 44-240 Zory, Slaskie","Tak","Corolla","Hatchback","Benzyna",50.0447236,18.7006401
"318",2002,"",245000,"","79 KM","Toyota Corolla","Srebrny","Toyota","Tak",10000,"","Seria E12 (2001-2007)","Radzyn Podlaski","","Corolla","Hatchback","Benzyna+LPG",51.7832025,22.6218532
"319",2001,"Poland",182000,"Tak","90 KM","Toyota Corolla Klimatyzacja,Beawypadkowy, Zamiana","Srebrny","Toyota","Tak",6900,"luty 2001","Seria E11 (1997-2002)","Stolarska 8 - 20-106 Lublin, Lubelskie","Tak","Corolla","Hatchback","Diesel",51.2407146,22.571705
"320",2004,"Germany",178000,"Tak","97 KM","Toyota Corolla Stan bardzo dobry!","Zielony","Toyota","Tak",16800,"","Seria E12 (2001-2007)","ul.Rózanska  84 - 07-300 Ostrów Mazowiecka, ostrowski, Mazowieckie","Tak","Corolla","Hatchback","Benzyna",52.8007136,21.8679858
"321",2002,"Belgium",170000,"Tak","90 KM","Toyota Corolla 2,0 90KM Klimatronik serwis do konca","Szary","Toyota","Tak",11900,"","Seria E12 (2001-2007)","WOLA SZCZYGIELKOWA 32 - 26-006 Bodzentyn, kielecki, Swietokrzyskie","Tak","Corolla","Hatchback","Diesel",50.8965139,20.970426
"322",2004,"France",199110,"Tak","110 KM","Toyota Corolla Verso 1.6 VVT-i!! SOL!!","Inny kolor","Toyota","Tak",20900,"grudzien 2004","Seria E12 (2001-2007)","Al. Kazimierza 12 ( Pchli Targ ) - 87-800 Wloclawek, Kujawsko-pomorskie","","Corolla","Minivan","Benzyna",52.6483303,19.0677357
"323",2003,"Germany",177000,"Tak","90 KM","Toyota Corolla 1.4 Benzyna Oplacocy","Zielony","Toyota","Tak",9999,"","Seria E12 (2001-2007)","Wiag 61 B - 86-100 Swiecie, swiecki, Kujawsko-pomorskie","Tak","Corolla","Kombi","Benzyna",53.427805,18.518611
"324",2005,"Germany",153000,"Tak","116 KM","Toyota Corolla 2,0 D4D 116KM SOL","Niebieski","Toyota","Tak",17400,"","Seria E12 (2001-2007)","55 - 26-432 Wieniawa, przysuski, Mazowieckie","Tak","Corolla","Hatchback","Diesel",51.3619954,20.7952176
"325",1997,"Poland",229000,"","90 KM","Toyota Corolla Salonowa wersja Japonska wazne oplaty","Czarny","Toyota","Tak",3900,"grudzien 1997","Seria E11 (1997-2002)","Minsk Mazowiecki","","Corolla","Hatchback","Benzyna",52.1792836,21.5721057
"326",2001,"Poland",254000,"","97 KM","Toyota Corolla 1.4 vvti+lpg","Niebieski","Toyota","Tak",6700,"","Seria E11 (1997-2002)","Drwinia","Tak","Corolla","Hatchback","Benzyna+LPG",50.0977064,20.441536
"327",1998,"",252000,"","86 KM","Toyota Corolla Niezawodna z LPG","Niebieski","Toyota","",3800,"","Seria E11 (1997-2002)","Jaktorów","","Corolla","Hatchback","Benzyna+LPG",52.0839785,20.5446989
"328",2002,"",256000,"","90 KM","Toyota Corolla klima","Szary","Toyota","Tak",5900,"","Seria E12 (2001-2007)","ul. Hektarowa 41 - 91-230 Lódz, Lódzkie","","Corolla","Hatchback","Diesel",51.809238,19.3637029
"329",1997,"Holland",252000,"","75 KM","Toyota Corolla Sprzedam Toyota corolla r.1997 2.0 diesel","Bialy","Toyota","",3900,"wrzesien 2006","Seria E11 (1997-2002)","Boguchwala","Tak","Corolla","Hatchback","Diesel",49.9846987,21.9450839
"330",2002,"Germany",175000,"","110 KM","Toyota Corolla Sprowadzony zarejestrowany, klimatronic !!!","Srebrny","Toyota","Tak",15900,"","Seria E12 (2001-2007)","Milejów-Osada","Tak","Corolla","Kombi","Benzyna",51.223962,22.9289797
"331",2004,"Wlochy",176000,"","116 KM","Toyota Corolla Toyota Corolla 2.0 D4D 116 KM Wersja SOL z klimatronik, bezwypadkowy","Szary","Toyota","Tak",15500,"maj 2012","Seria E12 (2001-2007)","Kraków","Tak","Corolla","Hatchback","Diesel",50.0646501,19.9449799
"332",2003,"Germany",180000,"","97 KM","Toyota Corolla Bezwypadek Serwis ASO Klima Igla","Inny kolor","Toyota","Tak",9900,"","Seria E12 (2001-2007)","Ruda Wieczynska - 63-308 Gizalki, pleszewski, Wielkopolskie","Tak","Corolla","Hatchback","Benzyna",52.0610443,17.8504238
"333",2005,"Poland",184000,"Tak","97 KM","Toyota Corolla 1.4 Benzyna 97 KM Salon Polska serwisowany 1 wl klima stan bardzo dobr","Srebrny","Toyota","Tak",18000,"marzec 2005","Seria E12 (2001-2007)","BILCZA  UL  KIELECKA 14 - 26-026 Morawica, kielecki, Swietokrzyskie","","Corolla","Hatchback","Benzyna",50.7472928,20.6174995
"334",2004,"Germany",171450,"","116 KM","Toyota Corolla 2.0 D4d 116km Sol/Niemcy/Zadbana","Zielony","Toyota","Tak",10990,"","Seria E12 (2001-2007)","Zerniki Górne 12  Droga krajowa 73 km.62 - 28-100 Busko-Zdrój, buski, Swietokrzyskie","Tak","Corolla","Hatchback","Diesel",50.470362,20.7191757
"335",2005,"Germany",129000,"","110 KM","Toyota Corolla 1.6 Sol,Klimatronik,Alufelgi,Serwisowany,I Wlasciciel!!!","Zloty","Toyota","Tak",19500,"listopad 2005","Seria E12 (2001-2007)","Zakladowa 4a - 72-100 Goleniów, goleniowski, Zachodniopomorskie","Tak","Corolla","Hatchback","Benzyna",53.5602957,14.8467469
"336",2005,"",144000,"","90 KM","Toyota Corolla 1.4 D4D Luna","Czarny","Toyota","Tak",17500,"grudzien 2005","Seria E12 (2001-2007)","BIELANY ul. PLEBANSKA - 32-651  Bielany, oswiecimski, Malopolskie","Tak","Corolla","Hatchback","Diesel",49.9345765,19.2085084
"337",2001,"Poland",253362,"","97 KM","Toyota Corolla","Bialy","Toyota","",6900,"maj 2001","Seria E11 (1997-2002)","Beskidzka 10 - 43-100 Tychy, Slaskie","","Corolla","Hatchback","Benzyna",50.1386515,19.0247369
"338",2002,"Holland",160000,"Tak","97 KM","Toyota Corolla Niezawodna Ponadczasowa. Ideal!","Niebieski","Toyota","Tak",11990,"pazdziernik 2002","Seria E12 (2001-2007)","MIKOLOWSKA 56 - 41-400 Myslowice, Slaskie","Tak","Corolla","Hatchback","Benzyna",50.2327269,19.114163
"339",2002,"Poland",25,"Tak","97 KM","Toyota Corolla z klima, zadbana, salon Polska !!!","Czerwony","Toyota","",10500,"lipiec 2002","Seria E12 (2001-2007)","Bialystok","","Corolla","Sedan/Limuzyna","Benzyna",53.1324886,23.1688403
"340",2004,"",136736,"","110 KM","Toyota Corolla Toyota Corolla 1.6 klimatronik. Zadbana.","Srebrny","Toyota","Tak",17900,"","Seria E12 (2001-2007)","Skarzysko-Kamienna","Tak","Corolla","Hatchback","Benzyna",51.114294,20.8477827
"341",2004,"Poland",232000,"","90 KM","Toyota Corolla bezwypadkowy serwisowamy kupiony w salonie pl","Inny kolor","Toyota","",11800,"","Seria E12 (2001-2007)","Marii Sklodowskiej Curie 96a - 96-100 Skierniewice, Lódzkie","","Corolla","Kombi","Diesel",51.979511,20.1653287
"342",2004,"Germany",134000,"Tak","110 KM","Toyota Corolla 1.6benz Klima Elektryka Oplacony","Srebrny","Toyota","Tak",18900,"","Seria E12 (2001-2007)","jeleniogorska 11 - 59-620 Gryfów Slaski, lwówecki, Dolnoslaskie","Tak","Corolla","Hatchback","Benzyna",51.02953,15.4220842
"343",2004,"Poland",143000,"Tak","110 KM","Toyota Corolla 1,6 lekko uszkodzony lewy tyl,jezdzi","Czarny","Toyota","Tak",7900,"grudzien 2003","Seria E12 (2001-2007)","ul.Jasnogórska 38 - 31-358 Kraków, Malopolskie","","Corolla","Kombi","Benzyna",50.0968464,19.8913341
"344",2004,"Germany",156000,"Tak","116 KM","Toyota Corolla 2.0 116KM #D-4D# LIFT z Niemiec","Srebrny","Toyota","Tak",17500,"","Seria E12 (2001-2007)","Starachowice","Tak","Corolla","Hatchback","Diesel",51.0368289,21.0709769
"345",2003,"",280000,"","","Toyota Corolla IX/ kombi / tanio","Bialy","Toyota","Tak",8900,"","Seria E12 (2001-2007)","Przemyslowa 1  -  84-200 Wejherowo, wejherowski, Pomorskie","Tak","Corolla","Kombi","Benzyna",54.608717,18.221946
"346",2001,"Poland",169000,"","","Toyota Corolla -1,4-Salonówka-Zadbana-100% Sprawna!","Niebieski","Toyota","",8700,"marzec 2001","Seria E11 (1997-2002)","WINCENTEGO WITOSA 13A - 37-200 Przeworsk, przeworski, Podkarpackie","","Corolla","Hatchback","Benzyna",49.9809622,22.413083
"347",2003,"Belgium",284000,"Tak","90 KM","Toyota Corolla Toyota Corolla Kombi","Srebrny","Toyota","",11500,"lipiec 2011","Seria E12 (2001-2007)","Marki","Tak","Corolla","Kombi","Diesel",52.3213443,21.1035662
"348",1997,"Poland",167082,"","86 KM","Toyota Corolla e11, 1.4 16v zadbane,czyste i pewne auto, bezwypadkowe!","Czerwony","Toyota","",4999,"listopad 1997","Seria E11 (1997-2002)","Piaseczno","","Corolla","Hatchback","Benzyna",52.0811536,21.0238602
"349",1998,"Wlochy",164000,"","82 KM","Toyota Corolla klimatyzacja, elektronika stan bardzo dobry.","Srebrny","Toyota","Tak",6900,"","Seria E11 (1997-2002)","Czestochowa","","Corolla","Kombi","Benzyna",50.8118195,19.1203094
"350",2005,"Poland",170000,"Tak","90 KM","Toyota Corolla I Wl, Polski Salon, Oszczedny","Niebieski","Toyota","Tak",16900,"","Seria E12 (2001-2007)","BIALYSTOK-POROSLY KOL.wylot na Warszawe - 16-070 Porosly-Kolonia, bialostocki, Podlaskie","Tak","Corolla","Sedan/Limuzyna","Diesel",53.1537339,23.0550715
"351",2005,"USA",148303,"Tak","192 KM","Toyota Corolla wersja USA","Bordowy","Toyota","Tak",15500,"grudzien 2005","Seria E12 (2001-2007)","Slupsk","Tak","Corolla","Sedan/Limuzyna","Benzyna",54.464148,17.0284824
"352",2001,"Poland",191548,"","97 KM","Toyota Corolla 1,4 97 KM KLIMA, PL Salon Plichta Dealer Skoda","Srebrny","Toyota","Tak",7800,"sierpien 2001","Seria E11 (1997-2002)","ul. Morska 80 - 81-225 Gdynia, Grabówek","Tak","Corolla","Hatchback","Benzyna",54.529179,18.5055972
"353",1999,"Germany",236000,"","100 KM","Toyota Corolla 2,0Diesel Ladna !!!","Niebieski","Toyota","",5200,"","Seria E11 (1997-2002)","Lublin","","Corolla","Hatchback","Diesel",51.2464536,22.5684463
"354",1995,"Poland",185000,"","","Toyota Corolla salon Polska","Bordowy","Toyota","Tak",3900,"","Seria E10 (1992-1997)","Zieleniewo k/Stargardu Szcz. ul. Szczecinska 170 - 73-108 Zieleniewo, stargardzki, Zachodniopomorskie","Tak","Corolla","Sedan/Limuzyna","Benzyna+LPG",53.3505027,14.9306462
"355",2004,"Germany",169254,"","97 KM","Toyota Corolla Klimatronik,Pelny Serwis!!","Czarny","Toyota","Tak",14900,"","Seria E12 (2001-2007)","ul.Wyszynskiego 20a - 10-900 Olsztyn, Warminsko-mazurskie","Tak","Corolla","Hatchback","Benzyna",53.7666883,20.5040913
"356",2003,"Poland",229800,"Tak","110 KM","Toyota Corolla 1 wlasciciel, krajowy","Czerwony","Toyota","",13900,"styczen 2003","Seria E12 (2001-2007)","Jana Pawla II 51 - 37-450 Stalowa Wola, stalowowolski, Podkarpackie","","Corolla","Kombi","Benzyna",50.5811893,22.0542618
"357",2003,"Poland",186000,"","110 KM","Toyota Corolla Corolla e12 1-wlasciciel","Czerwony","Toyota","",8900,"","Seria E12 (2001-2007)","Warszawa","","Corolla","Kombi","Benzyna",52.2296756,21.0122287
"358",2004,"Poland",211800,"Tak","90 KM","Toyota Corolla Toyota Corolla E12 1,4 Ogloszenie prywatne","Szary","Toyota","Tak",16000,"grudzien 2004","Seria E12 (2001-2007)","Warszawa","Tak","Corolla","Hatchback","Diesel",52.2296756,21.0122287
"359",2002,"Germany",245500,"","90 KM","Toyota Corolla","Srebrny","Toyota","Tak",12550,"wrzesien 2012","Seria E12 (2001-2007)","Skarszewy","Tak","Corolla","Sedan/Limuzyna","Diesel",54.06907,18.44421
"360",2004,"France",183000,"","115 KM","Toyota Corolla","Srebrny","Toyota","Tak",12490,"kwiecien 2014","Seria E12 (2001-2007)","Gdansk","Tak","Corolla","Hatchback","Diesel",54.3520252,18.6466384
"361",2005,"",153,"","110 KM","Toyota Corolla","Inny kolor","Toyota","Tak",15000,"","Seria E12 (2001-2007)","Gostyn","","Corolla","Hatchback","Benzyna",51.8786,17.01215
"362",2002,"Germany",180000,"Tak","122 KM","Toyota Corolla klimatronic d4d","Czerwony","Toyota","",10500,"","Seria E12 (2001-2007)","........................................ - 64-500 Szamotuly, szamotulski, Wielkopolskie","Tak","Corolla","Hatchback","Diesel",52.6116547,16.5779047
"363",2004,"Poland",181464,"","96 KM","Toyota Corolla bezwypadkowy, salon Pl, serwisowany, kli","Inny kolor","Toyota","Tak",17900,"","Seria E12 (2001-2007)","AL. JANA PAWLA II 69 - 01-038 Warszawa, Mazowieckie","Tak","Corolla","Hatchback","Benzyna",52.251833,20.984389
"364",2002,"Poland",229000,"Tak","110 KM","Toyota Corolla 1.6 110KM salon PL Wroclaw zadbana","Niebieski","Toyota","",11900,"luty 2002","Seria E12 (2001-2007)","Wroclaw","Tak","Corolla","Hatchback","Benzyna",51.1078852,17.0385376
"365",2002,"Poland",296000,"","90 KM","Toyota Corolla klima,ladny stan","Szary","Toyota","",8900,"pazdziernik 2002","Seria E12 (2001-2007)","Swidnik","","Corolla","Sedan/Limuzyna","Benzyna",51.2168207,22.6914272
"366",2002,"Poland",3e+05,"","90 KM","Toyota Corolla","Zielony","Toyota","Tak",9700,"lipiec 2002","Seria E12 (2001-2007)","Zyrardów","","Corolla","Kombi","Diesel",52.048652,20.445988
"367",2003,"Holland",247000,"","116 KM","Toyota Corolla 2,0 D4D Bezwypadkowy Super Stan","Srebrny","Toyota","Tak",11900,"","Seria E12 (2001-2007)","JANASZÓW 39A - 26-050 Zagnansk, kielecki, Swietokrzyskie","Tak","Corolla","Hatchback","Diesel",50.989768,20.632841
"368",2003,"Poland",180000,"","96 KM","Toyota Corolla","Srebrny","Toyota","Tak",15000,"kwiecien 2003","Seria E12 (2001-2007)","Rybnik","Tak","Corolla","Sedan/Limuzyna","Benzyna",50.1021742,18.5462847
"369",2005,"Germany",184200,"","110 KM","Toyota Corolla 2.0 D4-D 110KM Klimatronik z Niemiec !","Czarny","Toyota","Tak",16900,"","Seria E12 (2001-2007)","Lasowice 98 B - 26-600 Radom, Mazowieckie","Tak","Corolla","Hatchback","Diesel",51.404305,21.248181
"370",2005,"France",190000,"","90 KM","Toyota Corolla 1.4D4D Sport LINE klima LIFT s.STAN po oplatach","Srebrny","Toyota","",17900,"","Seria E12 (2001-2007)","UL.MODRZEWIOWA 5 - 21-450 Stoczek Lukowski, lukowski, Lubelskie","","Corolla","Hatchback","Diesel",51.9558626,21.9814889
"371",1999,"Germany",73850,"","","Toyota Corolla jeden wlasciciel przebieg 73 850 oryginal","Fioletowy","Toyota","Tak",5999,"wrzesien 1999","Seria E11 (1997-2002)","Zary","Tak","Corolla","Hatchback","Benzyna",51.6420121,15.1369992
"372",1998,"",207000,"","86 KM","Toyota Corolla LPG, Klimatyzacja, Szyberdach - -NIEZAWODNE AUTO","Srebrny","Toyota","Tak",4799,"lipiec 1998","Seria E11 (1997-2002)","Lesna","","Corolla","Hatchback","Benzyna+LPG",49.520553,17.9300509
"373",2005,"Germany",171000,"","116 KM","Toyota Corolla Z Niemiec * Klimatronic *","Szary","Toyota","Tak",14500,"","Seria E12 (2001-2007)","Rózyckiego   10 / 64 - 58 506 Jelenia Góra, Zabobrze","Tak","Corolla","Hatchback","Diesel",50.912307,15.7488135
"374",2002,"",163000,"Tak","200 KM","Toyota Corolla T-Sport","Inny kolor","Toyota","Tak",17900,"","Seria E12 (2001-2007)","Zywiec","","Corolla","Hatchback","Benzyna",49.6912999,19.1823983
"375",1982,"",1e+05,"","78 KM","Toyota Corolla E7 Liftback","Czarny","Toyota","",11000,"","E8 i starsze (-1987)","Olsztyn","","Corolla","Sportowy/Coupe","Benzyna",53.778422,20.4801193
"376",2004,"Germany",99000,"Tak","110 KM","Toyota Corolla 1.6VVT-i 110Km Klimatronik LIFT sprzedany","Szary","Toyota","",18500,"pazdziernik 2004","Seria E12 (2001-2007)","PÓLLANKI 88 - 31-979 Kraków, Malopolskie","Tak","Corolla","Hatchback","Benzyna",50.040659,20.0447849
"377",2004,"Poland",189000,"","97 KM","Toyota Corolla e12, 1.4 benzyna - IGLA!!!","Czerwony","Toyota","Tak",11900,"","Seria E12 (2001-2007)","Mrozy","Tak","Corolla","Hatchback","Benzyna",52.1656651,21.8024361
"378",2002,"Germany",219000,"","90 KM","Toyota Corolla 2.0d4d 90KM/ climatronic / zarejestrowana","Srebrny","Toyota","Tak",9200,"czerwiec 2002","Seria E12 (2001-2007)","Równa 33 - 42-400 Zawiercie, zawiercianski, Slaskie","","Corolla","Hatchback","Diesel",50.4878911,19.442694
"379",2003,"Germany",137000,"Tak","97 KM","Toyota Corolla *1.4 16V*Benzyna*Serwisowany","Niebieski","Toyota","Tak",12700,"","Seria E12 (2001-2007)","ul.Mickiewicza  21a - 32-566 Alwernia, chrzanowski, Malopolskie","Tak","Corolla","Hatchback","Benzyna",50.058949,19.53427
"380",2005,"France",197000,"Tak","116 KM","Toyota Corolla Perfekcyjnie utrzymana bogato wyposazona Goraco Polecam","Inny kolor","Toyota","Tak",19999,"czerwiec 2005","Seria E12 (2001-2007)","Lacko","Tak","Corolla","Hatchback","Diesel",49.5570923,20.4360031
"381",2005,"Poland",318860,"Tak","90 KM","Toyota Corolla Toyota Corolla 1.4 D4D","Bialy","Toyota","Tak",14400,"maj 2005","Seria E12 (2001-2007)","Brodnica","Tak","Corolla","Hatchback","Diesel",53.2599703,19.3956618
"382",1999,"",220000,"Tak","86 KM","Toyota Corolla bardzo zadbana, bezawaryjna, z lpg","Zielony","Toyota","Tak",6600,"","Seria E11 (1997-2002)","Jedrzejów","Tak","Corolla","Kombi","Benzyna+LPG",50.639337,20.3038771
"383",2002,"Holland",211400,"Tak","70 KM","Toyota Corolla 1.9 DSL 70KM 3-drzwiowy sprowadzony oplacony","Srebrny","Toyota","Tak",7400,"styczen 2002","Seria E12 (2001-2007)","Gminna 35 - 22-400 Zamosc, Lubelskie","Tak","Corolla","Hatchback","Diesel",50.7115453,23.2749151
"384",2002,"Holland",260000,"","116 KM","Toyota Corolla Toyota Corolla","Inny kolor","Toyota","",12900,"","Seria E12 (2001-2007)","Zawiercie","","Corolla","Hatchback","Diesel",50.487743,19.4166259
"385",2003,"Poland",231460,"","90 KM","Toyota Corolla Sprzedam Toyota Corolla 2003 D4D Diesel Combi","Szary","Toyota","",11800,"lipiec 2003","Seria E12 (2001-2007)","Wyszków","","Corolla","Kombi","Diesel",52.5928523,21.458395
"386",2001,"Germany",112178,"Tak","101 KM","Toyota Corolla 1.4-super stan-LIFT-112 tys km-pelna dokumentacja serwisowa!!polecam!!","Srebrny","Toyota","Tak",8199,"pazdziernik 2001","Seria E11 (1997-2002)","Pyrzyce","Tak","Corolla","Hatchback","Benzyna",53.1460852,14.8924044
"387",2004,"Poland",168000,"","90 KM","Toyota Corolla Salon Polska 2.0 D-4D Stan DB","Srebrny","Toyota","Tak",13400,"kwiecien 2004","Seria E12 (2001-2007)","PRUCHNICKA OBOK ABC - 37-500 Jaroslaw, jaroslawski, Podkarpackie","","Corolla","Kombi","Diesel",50.0161463,22.6777169
"388",2004,"Germany",215356,"Tak","116 KM","Toyota Corolla Bezwypadkowa! Zadbana! Stan BdB! Prywatnie!","Niebieski","Toyota","",12900,"styczen 2004","Seria E12 (2001-2007)","Belchatów","Tak","Corolla","Hatchback","Diesel",51.3687535,19.3564248
"389",2004,"Germany",203210,"","90 KM","Toyota Corolla 2,0 D-4D Klima z Niemiec okazja polecam!","Niebieski","Toyota","",8800,"","Seria E12 (2001-2007)","Pukinin - 96-200 Pukinin, rawski, Lódzkie","Tak","Corolla","Kombi","Diesel",51.7568631,20.291293
"390",2001,"",167000,"Tak","110 KM","Toyota Corolla","Srebrny","Toyota","Tak",7900,"","Seria E11 (1997-2002)","Binczarowa - 33-330 Grybów, nowosadecki, Malopolskie","Tak","Corolla","Hatchback","Benzyna",49.569001,20.948141
"391",1998,"",2,"","","Toyota Corolla Toyota Corolla.. B+Gaz.. Oplacona.. Zamiana,, Raty..","Czerwony","Toyota","",3900,"","Seria E11 (1997-2002)","WOLNOSCI - 26-020 Piotrkowice, kielecki, Swietokrzyskie","","Corolla","Hatchback","Benzyna+LPG",50.6714175,20.6718709
"392",2004,"",178000,"","90 KM","Toyota Corolla Toyota Corolla 1.4 D4D WERSJA SPORT","Srebrny","Toyota","Tak",9000,"","Seria E12 (2001-2007)","Duczki","","Corolla","Hatchback","Diesel",52.3618688,21.2897785
"393",2002,"Germany",129860,"","110 KM","Toyota Corolla d4d","Zielony","Toyota","Tak",11300,"","Seria E12 (2001-2007)","Kielce","Tak","Corolla","Hatchback","Diesel",50.8660773,20.6285677
"394",2005,"Germany",151000,"","110 KM","Toyota Corolla Stan Idealny z Niemiec bezwypadek","Czarny","Toyota","",22900,"","Seria E12 (2001-2007)","ELEKTRYCZNA 2 - 33-100 Tarnów, Malopolskie","","Corolla","Hatchback","Benzyna",50.032047,20.9686889
"395",2004,"",151000,"Tak","110 KM","Toyota Corolla","Czarny","Toyota","Tak",12900,"","Seria E12 (2001-2007)","Binczarowa - 33-330 Grybów, nowosadecki, Malopolskie","Tak","Corolla","Hatchback","Benzyna",49.569001,20.948141
"396",2001,"Poland",250000,"","96 KM","Toyota Corolla Bezwypadkowa, z polskiego salonu","Srebrny","Toyota","Tak",10900,"styczen 2002","Seria E12 (2001-2007)","Warszawa","Tak","Corolla","Hatchback","Benzyna",52.2296756,21.0122287
"397",2005,"",166000,"Tak","115 KM","Toyota Corolla","Srebrny","Toyota","Tak",13900,"","Seria E12 (2001-2007)","Binczarowa - 33-330 Grybów, nowosadecki, Malopolskie","Tak","Corolla","Kombi","Diesel",49.569001,20.948141
"398",2001,"Germany",190800,"","110 KM","Toyota Corolla 1.6 2001 r. stan bardzo dobry","Srebrny","Toyota","Tak",7900,"kwiecien 2001","Seria E11 (1997-2002)","Gdynia","Tak","Corolla","Hatchback","Benzyna",54.5188898,18.5305409
"399",2004,"Poland",172600,"Tak","97 KM","Toyota Corolla 1.4 Benzyna!! Klimatyzacja!! Salon Polska!!","Czerwony","Toyota","",11800,"","Seria E12 (2001-2007)","Al. Kazimierza 12 ( Pchli Targ ) - 87-800 Wloclawek, Kujawsko-pomorskie","Tak","Corolla","Hatchback","Benzyna",52.6483303,19.0677357
"400",2003,"Poland",166366,"","97 KM","Toyota Corolla Toyota Corolla 2003","Inny kolor","Toyota","",10900,"","Seria E12 (2001-2007)","Knurów","Tak","Corolla","Hatchback","Benzyna",50.2219315,18.6706468
"401",2005,"Poland",45000,"","110 KM","Toyota Corolla 206 climatronic 1.6","Czarny","Toyota","",7500,"","Seria E12 (2001-2007)","Ziebice","","Corolla","Hatchback","Benzyna",50.5983,17.03888
"402",2005,"Austria",114710,"","90 KM","Toyota Corolla","Niebieski","Toyota","Tak",18000,"marzec 2010","Seria E12 (2001-2007)","Pszczyna","","Corolla","Hatchback","Diesel",49.9857805,18.9477092
